ID,LAT,LON
274,32.25933000,-90.13383000
330,35.59402000,-80.86008000
214,43.13167000,-89.30283000
418,41.10860000,-81.19520000
637,32.00937200,-102.15623800
700,33.53790600,-84.57751100
471,34.43890000,-85.75000000
556,37.15036000,-84.11228000
247,36.03261400,-80.38613100
534,27.93764000,-82.26227000
190,28.81333000,-81.33433000
239,38.58117000,-77.32517000
698,38.18711200,-83.47623500
251,28.00367000,-82.30350000
102,35.04250000,-85.15600000
300,40.21700000,-79.60683000
347,35.30614000,-93.13858000
441,40.18201000,-80.23122000
592,37.63950000,-77.56958200
54,31.21883000,-81.52083000
218,42.99333000,-82.45483000
113,41.73100000,-85.97350000
456,31.96036000,-83.75264000
530,35.96137000,-86.81602000
85,39.87667000,-83.05317000
457,35.80723000,-90.67341000
60,37.13894900,-80.35363300
147,39.71533300,-89.64109200
520,28.46856000,-81.30991000
589,30.48000000,-81.65000000
625,35.65794500,-80.46241000
152,30.42800000,-91.06667000
493,38.68321000,-84.60323000
240,26.75850000,-80.09400000
326,31.85069000,-86.64072000
433,31.34816000,-92.51941000
208,42.52889000,-82.90886000
336,38.41744000,-82.26058000
604,36.08262000,-80.11107000
613,33.68825800,-85.15439000
730,33.51439100,-88.42702700
318,41.23839000,-73.02257000
355,38.07831100,-83.95237900
482,40.46901000,-78.40811000
558,33.14397000,-86.74768000
32,33.65483000,-84.00550000
89,30.68000000,-83.22350000
231,32.64700000,-85.35767000
314,41.08907000,-111.99076000
488,28.82735000,-81.80381000
736,45.49073200,-122.79345000
10,37.77967000,-84.32630000
112,35.78296200,-80.25867100
197,32.83350000,-96.63350000
449,40.10026000,-75.29436000
759,44.10262000,-121.29881000
38,33.57850000,-84.34200000
122,42.37883000,-87.94217000
136,42.26783000,-84.45200000
199,39.93433000,-76.68150000
434,39.60091400,-77.73076400
675,35.44680400,-79.13089100
545,25.44975200,-80.47704700
696,41.24268000,-76.83333000
29,34.99050000,-85.20867000
51,34.20650000,-86.87750000
125,40.48367000,-89.02500000
128,38.13100000,-79.03867000
201,30.52200000,-87.31500000
271,35.00417000,-78.81750000
352,30.50447000,-90.50358000
498,28.07977000,-82.42530000
523,32.53205000,-84.97023000
273,32.48690000,-86.41805000
323,40.69696000,-111.95111000
609,32.96736300,-97.03683400
151,28.33189800,-81.49920500
193,38.41405000,-81.79661000
280,39.45767000,-77.98800000
459,34.24710000,-77.86710000
142,35.80917000,-80.86983000
184,37.11450000,-76.49233000
272,33.17117000,-87.48033000
524,28.95466000,-81.96026000
94,30.68600800,-88.12571200
348,37.79320000,-81.21757000
500,27.24568000,-80.27320000
566,33.70620000,-78.92200000
717,35.08253400,-78.95407400
209,40.62933000,-89.46250000
391,40.18085000,-89.38554000
529,28.33206000,-81.60849000
131,39.29466900,-84.31292800
364,29.25700000,-81.11610000
396,33.99450000,-86.09450000
84,41.50500000,-87.32267000
542,38.68435000,-85.78644000
677,36.81619200,-76.06722800
108,35.50817000,-78.31563000
224,40.68667000,-82.51167000
467,34.46497000,-93.05964000
538,43.62315000,-83.94110000
70,33.33689200,-86.78237300
107,36.05650000,-79.89183000
205,32.82517000,-97.31133000
553,39.26776000,-84.43807000
221,41.16800000,-87.85067000
268,26.02637000,-80.34644000
437,41.37563000,-88.83592000
568,38.06075000,-78.93638000
607,35.09999700,-80.94941500
583,32.72839000,-97.78954000
158,29.18583000,-81.07700000
262,39.37350000,-77.41050000
285,39.29250000,-84.52100000
322,32.70930000,-97.47880000
495,35.57131000,-77.40080000
525,41.60339000,-81.43917000
549,37.56850000,-84.31090000
81,36.43567000,-77.64333000
195,42.74217000,-84.65700000
363,35.60965000,-78.55692000
747,40.68500000,-80.08600000
526,41.13224000,-85.00689000
133,40.73067000,-84.08783000
68,41.05883000,-83.67100000
719,32.43270970,-94.77467130
453,37.32711000,-87.48049000
694,39.94767000,-86.35181800
237,33.64833000,-86.83167000
49,39.82833000,-86.29067000
460,36.62077000,-88.31436000
371,41.62308000,-80.18194000
521,36.46734000,-86.67958000
302,43.98833000,-75.94300000
431,40.18598800,-77.19139800
476,34.83082000,-87.62803000
632,37.85936200,-87.56786200
26,36.08283000,-86.76133000
127,37.24867000,-93.26167000
111,38.61583000,-90.04500000
664,34.30056600,-86.27602700
372,35.17113000,-90.19116000
731,39.63798500,-78.83023200
116,39.80133000,-86.00950000
23,36.15250000,-86.62900000
764,34.21735000,-119.06604000
213,37.79569000,-97.32896000
508,41.42262000,-81.76054000
87,36.17867000,-86.51300000
536,38.76912000,-90.26694000
34,36.13250000,-86.89483000
99,38.46183000,-90.37433000
440,40.43400000,-86.12660000
232,38.72500000,-89.91517000
93,38.31700000,-88.95517000
269,35.70567000,-81.30717000
528,41.57957000,-83.68095000
400,39.55325300,-85.77491800
499,28.36799100,-81.40799400
65,37.36193900,-81.05313500
350,41.52310000,-73.88920000
317,42.62045000,-73.69171000
160,34.93900000,-80.96667000
77,38.04583000,-84.42483000
19,38.10250000,-84.48133000
86,36.93100000,-86.41850000
567,38.25563000,-90.40141000
153,38.22333000,-85.54117000
168,34.96459300,-90.00142300
358,38.17258400,-84.81303600
691,37.79918000,-85.43100000
36,35.16800000,-89.86417000
650,38.09551800,-85.87488200
722,34.93079400,-88.54767100
417,38.20165000,-85.75050000
531,37.00394000,-88.32772000
284,35.66917000,-88.82633000
48,37.71100000,-85.83367000
394,36.88163000,-87.73577000
770,,
908,,
774,,
714,33.12269100,-96.66622000
327,32.56314000,-97.31922000
24,37.07330000,-88.69700000
194,33.79800000,-78.74033000
8,36.97852700,-84.11266200
76,34.64667000,-79.01533000
33,36.32233000,-86.70983000
150,38.54200000,-90.46833000
503,28.66599000,-81.39076000
427,34.31580000,-88.69770000
509,40.02048000,-75.66604000
320,30.21721000,-93.32260000
115,42.22183000,-83.48633000
333,39.48147000,-76.24861000
343,36.32513600,-78.45054900
74,40.05517000,-85.65283000
179,39.04533000,-94.38733000
177,39.04167000,-95.76017000
379,29.98051100,-95.42365800
557,30.66495000,-87.85021000
451,30.03882000,-94.15715000
673,29.54379500,-95.74676300
288,30.36656300,-95.48654200
610,35.08384300,-85.07333400
485,38.71660000,-75.11191000
207,37.60883000,-77.35550000
724,34.49959000,-89.03177000
304,32.34144600,-90.84200600
241,27.10517000,-80.25617000
346,45.74790000,-108.56400000
636,36.29123800,-95.83508800
351,35.59010000,-97.42568000
576,29.43561000,-98.64747000
602,37.07680000,-113.58330000
416,35.21810000,-114.03437000
292,38.32307400,-104.61697000
335,33.30531000,-111.97228000
683,43.61271000,-116.59508900
729,47.70152000,-116.80760000
331,33.63827000,-112.23486000
670,26.19158210,-97.72011890
769,32.90046000,-96.45850000
359,43.59016000,-116.27416000
344,32.35914000,-111.09103000
198,33.03833000,-97.00200000
763,33.38063900,-111.72050000
618,33.43550000,-111.86940000
149,33.24417000,-97.17700000
305,32.69538000,-114.60376000
210,35.19350000,-101.81133000
692,31.09005800,-97.38571600
767,37.67544100,-97.42352000
16,35.91916000,-84.09216000
83,36.45517000,-82.52333000
543,33.77547000,-84.60742000
79,35.99927600,-85.04455700
505,33.91874000,-83.44255000
546,36.02949000,-83.87291000
689,33.51141100,-81.71272000
588,34.12000000,-83.76000000
42,34.03250000,-81.12200000
446,33.55210000,-80.88155000
25,34.83047000,-82.30316000
40,33.72998000,-84.75830500
6,35.90933000,-84.58767000
424,34.47067000,-84.91886000
311,36.37800000,-82.42654000
584,34.38785000,-84.87172800
561,33.04170000,-84.97230000
614,36.62850000,-82.12140000
635,34.09128000,-81.16213600
494,35.76357000,-83.98681000
573,35.82773000,-84.27747000
906,,
905,,
361,30.79069000,-81.65995000
462,42.11484000,-72.07516000
455,31.61623300,-84.21162100
386,40.63154000,-74.91865000
411,40.02735000,-74.81690000
599,33.60833900,-86.27963800
720,36.33581100,-94.18573800
310,39.89272000,-83.81158000
512,41.23184000,-75.86671000
41,35.26983000,-81.14883000
69,34.22767000,-79.79700000
357,28.52060000,-82.23490000
506,27.46201000,-82.59494000
565,35.03895000,-85.68518000
594,32.48000000,-99.70000000
189,28.10000000,-81.95117000
489,28.54673000,-81.73935000
249,35.45617000,-80.58517000
72,37.28550000,-76.71783000
353,30.21077000,-90.94811000
222,41.92434600,-83.36437700
502,37.41410700,-77.64256800
622,31.29675500,-94.72895000
665,43.63463200,-70.33837100
3,35.50370000,-86.08760000
126,39.18333000,-81.52667000
295,40.15086000,-84.21915000
370,39.94691000,-82.01087000
484,39.91933000,-74.94736000
307,41.65409000,-88.12402000
392,39.02276900,-96.81557800
66,42.26133000,-85.20200000
176,41.55350000,-87.79617000
39,35.23980700,-80.91814000
121,39.93250000,-82.78917000
340,36.23958000,-80.81808000
365,40.88647000,-96.68210000
381,33.09522000,-96.11156000
410,42.13135600,-75.90495800
507,39.16251000,-84.27187000
598,40.14000000,-74.96000000
220,42.03167000,-86.51467000
537,38.29864000,-77.50897000
544,35.64289000,-86.89519000
71,38.22091800,-84.53978500
492,39.65979000,-84.10897000
562,34.91105000,-85.12546000
4,36.22950000,-84.15830000
35,30.84500000,-83.33100000
62,41.13250000,-85.16050000
118,29.55067000,-81.20767000
146,34.02750000,-84.04750000
281,37.38633000,-79.90283000
341,30.24909000,-81.59288000
497,42.03707400,-71.34833700
658,36.65608600,-76.23231100
663,35.14059900,-80.71786100
5,34.75116000,-84.99816000
225,27.01804000,-82.04931400
299,40.77323000,-76.22361000
337,40.08630000,-111.70360000
447,46.80834000,-100.78306000
681,40.81636000,-77.89999000
606,35.98980000,-77.87940000
114,41.13467000,-81.64617000
572,38.29958900,-76.50960000
119,26.68483000,-81.79650000
401,32.48900000,-82.93530000
435,41.00985000,-76.48889000
481,27.82179900,-82.66265600
559,37.03850000,-76.40200000
380,26.30436000,-80.11997000
551,36.06813000,-79.29649000
577,30.31000000,-81.85000000
570,36.71321000,-78.11690000
46,32.90183000,-83.68633000
629,36.77932500,-76.23210200
12,36.01000000,-83.96830000
634,34.73408200,-92.39524800
626,28.23664300,-82.72850400
291,40.57717000,-75.66617000
393,40.48019000,-85.55155000
676,30.66310500,-96.32166400
511,30.32990000,-81.55300000
555,39.77100000,-76.66580000
73,27.49283000,-82.47550000
117,26.16117000,-81.68683000
171,33.48200000,-82.13100000
374,40.30327000,-76.84944000
480,40.44552000,-80.16346000
578,35.37118000,-80.71142000
234,42.55208400,-83.79467700
296,41.16371000,-96.13845000
454,37.06770800,-84.62076500
686,30.44667800,-90.13706300
100,36.06874400,-79.49710100
267,28.55101000,-80.85058000
564,35.99968000,-79.79267000
196,41.80220300,-88.20874300
301,33.36981000,-86.99876000
338,42.88541000,-85.77360000
56,30.18000000,-82.68867000
235,41.49411500,-88.16779300
248,37.75867000,-77.46300000
22,32.80667000,-83.73133000
82,28.23894800,-82.35420600
266,32.61767000,-96.82409500
278,32.50550000,-92.15683000
369,41.57422000,-87.46136000
263,38.40483000,-78.90600000
169,39.49583000,-84.32883000
412,42.86830000,-71.34460000
442,40.02337500,-76.20146000
474,40.06577000,-80.86373000
479,30.38980000,-86.42350000
652,36.81822300,-76.43848800
61,39.85117000,-84.19183000
134,35.91467000,-86.82667000
164,39.16003300,-78.15843200
384,31.24557200,-85.42943300
510,38.31010000,-81.56357000
452,41.66230000,-71.54380000
608,38.97620800,-76.31028000
203,32.67583000,-97.14950000
422,36.94864000,-81.05394000
490,41.41635000,-82.67045000
244,42.27583000,-88.96000000
672,36.48300600,-80.61427000
718,39.20850600,-76.68095600
109,32.39400000,-88.63917000
737,45.38440100,-122.75284500
106,38.23167000,-77.50150000
200,35.01783000,-85.38017000
294,42.17461000,-72.63924000
312,40.55492000,-75.99559000
373,42.64242000,-71.23309000
651,37.95497900,-84.54128600
429,35.97320000,-86.57350000
289,29.91767000,-81.41267000
313,33.57588800,-79.02836500
687,38.61011800,-76.92621200
332,35.48361000,-94.22650000
105,40.00767000,-81.57717000
382,39.26016000,-84.79958000
733,42.31113900,-122.85032500
98,32.44650000,-83.75483000
419,32.87930000,-80.71850000
516,32.61829000,-83.68067000
527,26.54666000,-81.79050000
287,26.51405000,-80.09010000
275,34.61800000,-92.49233000
342,39.67470000,-75.49810000
356,35.08261000,-81.70616000
593,33.56000000,-83.48000000
649,28.45493200,-82.63030800
219,41.22550000,-95.85117000
229,32.44967000,-93.86750000
468,34.78120000,-92.21720000
477,30.36956000,-87.68360000
657,33.53657100,-82.12934000
161,41.59600000,-90.57567000
385,41.42460000,-82.08150000
633,33.54411500,-101.95823200
735,45.61003700,-122.68233400
744,31.24651000,-82.34299000
80,31.45033000,-83.52717000
143,42.72867000,-88.99217000
191,44.69933000,-93.28833000
426,36.17589000,-94.18681000
436,41.92981000,-72.61107000
478,34.79067000,-77.40255000
574,32.36564000,-86.13862000
605,38.96274100,-78.19061900
17,36.59833000,-87.28450000
329,37.35427000,-77.40456000
293,42.86227000,-73.77804000
439,30.67486000,-88.22551000
504,40.19562000,-74.64202000
58,32.93200000,-80.04583000
461,35.85817000,-78.82213000
464,44.72269000,-85.64631000
695,36.20065900,-81.66068100
167,29.61617000,-82.38950000
472,39.63899000,-75.80326000
517,42.68093000,-84.43315000
539,35.29683000,-78.59770000
550,40.19323000,-76.97856000
175,43.19233000,-88.12800000
250,27.63875800,-80.51941400
414,34.17984800,-93.07132200
541,41.36641000,-85.08404000
693,35.72389000,-81.65358000
236,43.35133000,-83.86733000
246,39.91050000,-88.95483000
282,27.12223000,-82.38509000
685,32.42899300,-81.75810000
688,35.15968800,-79.41951000
560,36.70195000,-77.54623000
120,42.57050000,-87.95483000
276,35.11633000,-92.41233000
315,33.61183000,-85.78639000
406,40.90099000,-74.63399000
90,35.84417000,-86.42983000
309,35.76420000,-78.00697000
444,43.57290900,-89.77721700
463,37.35388000,-79.18326000
52,32.00406500,-81.27714200
55,39.00750000,-84.62250000
129,40.13364600,-88.19951000
395,31.57818000,-90.47305000
547,28.03326000,-82.64603000
64,38.95500000,-85.84267000
192,32.11209500,-81.23590400
215,40.88200000,-81.43150000
368,33.64130000,-86.61339000
265,30.72200000,-86.56783000
345,36.02193000,-78.94859000
316,31.35685000,-89.34667000
430,32.46918000,-95.38748000
123,33.57067000,-86.51967000
515,33.43252000,-84.17724000
612,34.70516300,-86.58996600
13,36.21716000,-86.69416000
78,37.72983000,-88.95900000
261,42.03817000,-80.07633000
306,43.17233000,-76.10983000
590,38.21000000,-91.17000000
762,38.82588000,-94.51935000
145,38.96350000,-92.28933000
217,34.67120700,-86.75394300
682,34.44872600,-86.90032100
554,39.82000000,-85.76930000
156,39.42533000,-87.40850000
256,39.31000000,-85.96517000
37,40.41867000,-86.81750000
443,38.23716100,-86.12798200
258,39.91033000,-77.65017000
765,34.13452000,-117.38726000
88,39.92867000,-86.02350000
746,33.88183000,-84.01048000
533,38.71461000,-90.70347000
750,34.44635000,-83.11992600
420,37.71420100,-87.12505900
754,38.58378300,-121.41453000
15,36.13669500,-85.50412000
383,41.31150000,-81.45120000
756,38.79966000,-121.20568000
699,42.15945900,-76.85876700
749,30.18931000,-85.65240900
188,37.04783000,-94.47917000
569,38.57590000,-89.92830000
761,30.80886700,-88.10660300
101,39.13850000,-88.56267000
148,37.30267000,-89.57950000
132,39.66000000,-86.36833000
705,40.07688100,-86.90594200
45,39.66600000,-86.09517000
387,43.07553000,-77.62518000
755,34.46210100,-117.35361200
140,36.65052100,-93.28830500
753,34.92411000,-120.42147000
704,38.98494630,-77.47240410
389,37.82442000,-92.14272000
95,39.83367000,-84.81450000
298,42.95000000,-78.69667000
238,38.80583000,-77.50750000
639,35.74069300,-86.94228400
712,33.79424000,-87.24374000
2,36.19350000,-86.29383000
487,39.16478000,-86.57330000
582,38.87203000,-78.52984000
647,28.52315200,-81.58942300
532,28.24819000,-81.65721000
97,34.78283000,-86.93433000
535,27.89458000,-82.67725000
375,33.45633000,-94.08705000
376,39.44129200,-80.16863700
11,35.81760000,-86.39760000
483,37.61635000,-84.77557000
771,27.84867000,-82.35131000
7,36.66850000,-86.55800000
470,36.37807800,-86.47091800
630,36.31183900,-86.60716300
428,37.13468900,-85.97264400
303,38.39442000,-85.76003000
659,37.52871700,-77.35694300
180,43.06083000,-83.75867000
680,32.29923900,-80.94462400
44,30.48167000,-84.30517000
513,35.22240000,-89.74070000
465,35.03555000,-89.79661000
522,38.14411100,-85.58403400
308,34.30000000,-89.91667000
290,38.40202600,-85.37422400
745,36.76710000,-88.64306000
716,36.06673100,-89.39651000
223,38.05983000,-85.69800000
21,35.19242400,-84.88305500
92,36.01833000,-87.33550000
415,38.18497000,-85.21188000
907,,
438,30.43558000,-89.09489000
264,30.43850000,-88.52450000
362,35.52848000,-108.75901000
242,32.77350000,-97.06267000
245,35.15967000,-106.58650000
617,35.11817400,-106.70187400
706,36.61299600,-83.70206800
751,39.01935200,-84.43761200
328,33.48546000,-80.47139000
678,33.03796400,-80.15305400
157,30.19000000,-81.70183000
138,30.28159700,-89.74891200
580,33.44003000,-86.72830000
366,39.27290000,-94.67130000
243,38.90700000,-94.77367000
163,39.24483000,-94.45667000
319,39.77716000,-94.79078000
47,34.97633000,-81.99783000
202,29.50101400,-95.11406700
679,30.06795300,-95.24668600
710,29.98442000,-95.72107000
172,29.80483000,-94.98033000
668,29.58379900,-95.38759900
206,29.78383000,-95.69383000
216,37.97617000,-87.45900000
404,39.48474000,-88.32205000
139,32.39200000,-90.14567000
640,39.65517800,-80.00636600
67,28.23017000,-80.71600000
63,29.15009000,-82.18656800
519,28.03508000,-80.63861000
279,38.76900000,-90.49900000
91,27.41967000,-80.39083000
182,30.24900000,-92.03517000
475,34.55940000,-86.99080000
603,28.98520000,-82.15110000
743,39.87004000,-75.32070000
181,35.22700000,-97.48600000
631,33.94821200,-98.52524400
228,29.82764015,-97.98550008
645,26.20502800,-98.26983500
653,31.07287400,-97.66448600
253,32.29117000,-106.78783000
321,27.72139000,-97.39783000
458,35.38600000,-96.92913000
684,29.52123100,-98.48397000
655,34.57586900,-112.36413400
154,29.54521600,-98.58144700
226,39.91433000,-104.99283000
277,33.44790000,-112.35810000
211,29.48533000,-98.40333000
325,36.11883000,-95.89161000
742,36.23964400,-115.11068300
407,46.91240000,-114.03400000
690,29.35199600,-98.43475000
252,31.83650000,-106.56833000
623,33.67510000,-96.60807900
661,36.05958000,-96.00388000
741,36.03796000,-115.18172100
227,38.95083000,-104.80100000
595,30.08502200,-97.82252400
270,40.40400000,-104.98933000
297,35.19297000,-111.62053000
388,32.87974000,-111.68726000
334,33.68229000,-112.11302000
600,33.68049000,-97.15671000
615,33.44102900,-112.55784800
166,31.60350000,-97.10617000
421,30.07100000,-99.10986000
619,33.54000000,-112.25960200
174,35.45833000,-97.59733000
360,35.77347000,-83.53922000
141,35.56150000,-82.63917000
445,43.52511400,-96.77596300
697,34.18188800,-84.13560300
514,35.87582000,-83.57234000
124,34.57683000,-82.71400000
185,41.12567000,-80.76733000
28,33.90883000,-84.21183000
170,35.99700000,-83.78117000
183,39.97700000,-83.14533000
339,34.25720000,-83.46200000
75,35.89550000,-84.17467000
579,34.78000000,-82.47000000
283,35.29183000,-82.40433000
448,34.10061600,-80.95776600
491,34.71548000,-82.25581000
20,34.02816000,-84.56983000
423,36.13720000,-83.28130000
611,34.08780900,-84.26410100
104,41.55150000,-83.59800000
18,35.94654300,-83.20657000
212,33.39535200,-84.75967500
641,34.13776700,-83.95359700
59,34.20631000,-84.76378300
96,36.71567000,-81.93150000
144,41.60033000,-93.77950000
586,35.98558600,-83.60538300
642,34.12791000,-80.87203100
667,34.91071100,-82.10299700
9,35.46843900,-84.65005200
628,35.44230600,-82.53593800
30,33.92283000,-84.49667000
425,34.25926000,-84.47065000
581,35.59778000,-82.53527000
53,35.78217000,-83.55050000
466,40.26596000,-82.92516000
473,34.20639000,-82.18853000
377,34.60903000,-98.37539000
173,30.54433000,-97.69233000
766,31.45805000,-97.17359000